ID,Clee,Nombre_Unidad,MIPYMES,,,,
9330491,09010211112000051000000000U1,Agua De Manantial Purificadora De Agua,0 a 5 personas,,,,
6777442,09010463215000801001003605S5,Aguilas 38103,0 a 5 personas,,,,
1053002,09010312112000081001000000U6,Aguja Y Dedal Composturas Y Hechuras,0 a 5 personas,,,,
6710072,09010722514003092000000000S1,Aire Frio Calor Sa De Cv,6 a 10 personas,,,,
1051511,09010811499001591001000000U0,Aispuro Martinez Arquitectos,6 a 10 personas,,,,
6257494,09010434223000091000003292S3,Alden,0 a 5 personas,,,,
1033148,09010468211001741000000000U6,Aldi Remodelaciones-- Pinturas  Berel,0 a 5 personas,,,,
6258645,09010468111000385002027856M5,Aldo Conti No 184 Patio Revolución,51 a 100 personas,,,,
923203,09010532411000111000000000U1,Alesi Arquitectos,0 a 5 personas,,,,
7672942,09010621211006601000000000U1,Alesi Construciones,0 a 5 personas,,,,
8561832,09010812110019381000000000U8,Alfa Copiadora Y Sistemas De Encuadernacion,0 a 5 personas,,,,
7261577,09010465312000401000000000U7,Alfonso Sanchez Joyeria,0 a 5 personas,,,,
7672956,09010722518003221000000000U7,Alienpro,0 a 5 personas,,,,
8564740,09010541211001451000000000U3,Alimentos Naturales San Jeronimo,0 a 5 personas,,,,
9331320,09010236221000773000000000U0,Alimentos Selectos,11 a 30 personas,,,,
8507564,09010467115002531000000000U4,Almacen Rango,0 a 5 personas,,,,
8564235,09010464113001571000054478S9,Almacenes Anfora,0 a 5 personas,,,,
1013238,09010621111001291010000000U8,Aluminio De Batalla,0 a 5 personas,,,,
1057440,09010532291000361000000000U8,Aluminio Vidrio Y Tablaroca Sanchez,0 a 5 personas,,,,
926838,09010466312001001000000000U3,Alvaro Obrego,0 a 5 personas,,,,
926430,09010465112000501000000000S8,Amare Sala De Belleza,0 a 5 personas,,,,
6324512,09010462111000186000002514S3,Amaxpharma,101 a 250 personas,,,,
928781,09010466112000351000000000U7,Ambit Desarrollos Inmobiliarios Sa De Cv,0 a 5 personas,,,,
926447,09010531210001472001000000U3,Amgen Mexico,11 a 30 personas,,,,
6738208,09010721111000181001026117S1,Amigos Del Medio Ambiente - Reciclables Los Gallos,31 a 50 personas,,,,
926949,09010524210000722001000000U1,Amocali,0 a 5 personas,,,,
1006358,09010813230000142000000000U0,Ant Seguridad Privada,11 a 30 personas,,,,
1006317,09010465915000051000000000U0,Antojitos Mexicanos,0 a 5 personas,,,,
1057956,09010467113000411000000000U6,Aparatos Audivitos,0 a 5 personas,,,,
8583215,09010465112001003000000000U4,Aqua México City Hotels & Spa,11 a 30 personas,,,,
9324444,09010434223000341000000000U4,Aqui Comi Cafeteria,0 a 5 personas,,,,
6316644,09012311991000012101010198S5,Aranza Consultores Agente De Seguros,0 a 5 personas,,,,
1006283,09010466319000321000000000U1,Arc Dental,0 a 5 personas,,,,
6769892,09010541430000442010000000U9,Arete Proyectos Y Administracion Sc,6 a 10 personas,,,,
8694407,09010541890000741000000000U9,Aritami Cel Reparacion De Celulares,0 a 5 personas,,,,
1052154,09010812110005311000000000U1,Arlex  De Mexico,0 a 5 personas,,,,
8528868,09010463213000291000000000U4,Arqee,0 a 5 personas,,,,
1060701,09010435313000305000000000U5,Arquitectos,51 a 100 personas,,,,
925298,09010468211001931000000000U9,Arquitectura Vision Actual Sc,0 a 5 personas,,,,
6871418,09010621511000851001020913S1,Arra Capital Sapi De Cv,31 a 50 personas,,,,
923945,09010332810000092001000000U8,Arrachera Capital,0 a 5 personas,,,,
1057404,09010434211000111000000000U4,Arrendadora De Inmuebles,0 a 5 personas,,,,
1006312,09010465112000251000000000U0,Art Diseño Y Arte En Publicidad Con Excelencia Sa De Cv,0 a 5 personas,,,,
9229570,09010522210000131000041010S7,Arte En Decoraciones,0 a 5 personas,,,,
6258072,09015433410001174100004301M9,Arte En Laton,31 a 50 personas,,,,
6155452,09010484129000124011000000U0,Arte En Metal,6 a 10 personas,,,,
6317302,09010461211000301002003304S7,Artegra Publicidad,6 a 10 personas,,,,
1054571,09010461110001781000000000U3,"Artell, S.A. De C.V.",0 a 5 personas,,,,
8564523,09010463111000261000000000S3,Artesanía De Autor,0 a 5 personas,,,,
6880544,09010462111000414000002514S9,Artesanias Cantera Sanchez,101 a 250 personas,,,,
8564303,09010465112000841000000000U8,Artesanias De Marmol,0 a 5 personas,,,,
1036872,09010611111001432001000000U0,Aryco,0 a 5 personas,,,,
8456610,09010713291000511000003938S9,As Deporte,0 a 5 personas,,,,
9288900,09010722511005675000000000U7,Asadero Fast Foods,51 a 100 personas,,,,
6317288,09010468420000381000009968S9,Asb Mechanic Team S.R.L De C.V,0 a 5 personas,,,,
6324383,09010466211000213002004364S9,Asistencia Hogar,11 a 30 personas,,,,
6155361,09010492110000031000000000U7,Asociacion Mexicana De Franquicias,0 a 5 personas,,,,
8565170,09010623311000043000000000U8,Asociación Mexicana De Laboratorios Farmaceuticos,11 a 30 personas,,,,
927886,09010621211004161000000000U8,Asociacion Mexicana De Promocion Y Cultura Social,0 a 5 personas,,,,
6144913,09010236221000246000000000U7,Asociacion Para La Acrteditacion Y La Certificacion En Ciencias Sociales,101 a 250 personas,,,,
1049775,09010811211000611001000000U6,Asociacion Psiquiatrica Mexicana,6 a 10 personas,,,,
8458494,09010541340000133000000000U5,Asociaciones Y Organizaciones Civiles,11 a 30 personas,,,,
8392408,09010434222000393000000000U5,Aspen Labs,11 a 30 personas,,,,
871883,09010541990000281020000000U4,Asuncion De Maria,31 a 50 personas,,,,
9012104,09010561620000211000000000U9,Atalaya Servicios De Personal,0 a 5 personas,,,,
1041362,09010561432001731000000000U5,Atecsa Aplicaciones Tecnológicas,0 a 5 personas,,,,
6885479,09010434225000341001018354M7,Attitude,11 a 30 personas,,,,
7705709,09010812110019462000000000U6,Audatex,6 a 10 personas,,,,
6316761,09010462112000793000008202S4,Audio Mobil,6 a 10 personas,,,,
1039445,09010812110006441010000000U5,Auto Motivo,6 a 10 personas,,,,
8780198,09010517910000471000000000U9,Auto Servicio Revolucion,0 a 5 personas,,,,
926181,09010611111001362000000000U9,Auto Servicio Vitesse,6 a 10 personas,,,,
7263141,09010541211001561000000000U9,Auto Tips,0 a 5 personas,,,,
1008065,09010611631000214000000000S0,Autobuses Nuevo Horizonte,11 a 30 personas,,,,
6315277,09010339113000013000000000U6,Autoexpert,11 a 30 personas,,,,
9331807,09010237999000053000000000U0,Automecanica Torres,11 a 30 personas,,,,
6798934,09010524210000793000000000U2,Automotriz Frank,11 a 30 personas,,,,
1014175,09010621111001563000000000U0,Automotriz Gonzalez,0 a 5 personas,,,,
6317306,09010722219006801000006919S8,Automotriz Hersa Taller Especializado,0 a 5 personas,,,,
7299508,09010812110015721000000000U9,"Automotriz Sanje, S.A. De C.V.",0 a 5 personas,,,,
6862417,09010541610001957001000000U2,Autopartes El Monje,0 a 5 personas,,,,
924609,09010465311009631000000000U2,Autopartes Santi,0 a 5 personas,,,,
8564517,09010722518002232000000000U5,Autoservicio Oseguera,6 a 10 personas,,,,
999318,09010722219000751001000000U1,Avaluos Y Valuaciones,6 a 10 personas,,,,
847304,09010531210000631000000000U5,Axis Management,0 a 5 personas,,,,
1038933,09010722513000512000000000U3,Ayresmx,6 a 10 personas,,,,
920927,09010611698000111000000000U7,Baby Buggy,0 a 5 personas,,,,
6258890,09010433410000114002004301S7,Baby Up Patio Santa Fe,51 a 100 personas,,,,
6155335,09010484129000112001000000U5,Bachillerato Alexander Bain,11 a 30 personas,,,,
1043261,09010611121000482000000000U5,Baku Abaogados Sc,6 a 10 personas,,,,
6316135,09010464111001091001002827S2,Balance Vital,0 a 5 personas,,,,
988958,09010811111003051000000000U4,Balatas Europa,0 a 5 personas,,,,
1050746,09010464121000901000000000U2,Banco Inbursa,0 a 5 personas,,,,
6314969,09010461211000312001004302S4,Banco Ve Por Mas Insurgentes,6 a 10 personas,,,,
6870276,09010461160004861000019656S5,Banregio Sucursal Mexico Insurgentes Sur,0 a 5 personas,,,,
1049756,09010468211001542001000000U8,Bansefi,6 a 10 personas,,,,
6860325,09010541510000904001000000U7,Baños Colonial,31 a 50 personas,,,,
998514,09010531210000271000000000U0,Baramin Sa De Cv,0 a 5 personas,,,,
8564887,09010541110002191000000000U8,Barbacoa De Santiago,0 a 5 personas,,,,
1052083,09010624412000202001000000U5,Barber Shop Spa Y Barberia,6 a 10 personas,,,,
9055387,09010461140001061000000000U7,Barberia Da Pietro,0 a 5 personas,,,,
7262563,09010461110045911000000000U4,Barberia La Celestina,0 a 5 personas,,,,
1008048,09010813210001081000000000U1,Barberia Peppes,0 a 5 personas,,,,
7299509,09010811119001181000000000U4,Bardasano Arquitectos,0 a 5 personas,,,,
1053256,09010812110008803000000000U4,Bartola Productos De Limpieza,11 a 30 personas,,,,
1056576,09010461110029681000000000U3,Baz Global Trading,0 a 5 personas,,,,
999326,09010464122000162000000000U9,Bazar La Hormiga,6 a 10 personas,,,,
6323738,09010332999000043002000000U2,Bbdo Mexico,6 a 10 personas,,,,
9229470,09010522110010221000041016S6,Beisbol Fanatic,0 a 5 personas,,,,
1024969,09010464111001521000000000U8,Bekaert Trade México,0 a 5 personas,,,,
871989,09010811111004401000000000U0,Bend Consultores,0 a 5 personas,,,,
1053228,09010611111001134010000000U2,Bensire,31 a 50 personas,,,,
6857718,09010551112000172001000000U3,Berbel Asesores Fiscales,6 a 10 personas,,,,
1055012,09010812210003431010000000U7,Berlitz Santa Fe,0 a 5 personas,,,,
8704383,09010562111000023000000000U7,Best Day,11 a 30 personas,,,,
926734,09010465312000292001000000U0,Bestfeet,0 a 5 personas,,,,
9275994,09010522451000151000014061S5,Bestphone,0 a 5 personas,,,,
1041339,09010467111001431000000000U7,Biblioteca Publica Jose Marti,0 a 5 personas,,,,
928776,09010467111002851000000000U5,Big Bola Altavista,0 a 5 personas,,,,
999480,09010712111000024001000000U4,Bistro 2 Go,101 a 250 personas,,,,
1052244,09010811312000351000000000U5,Bistro Inn,0 a 5 personas,,,,
6773448,09010466212001741000002638S6,Black Box De Mexico Network Services,0 a 5 personas,,,,
9343660,09010492110000621000000000U5,Bliblioteca Jalalpa Elgrande Turno Vespertino,0 a 5 personas,,,,
1005533,09010238221000071000000000U7,Bloom,0 a 5 personas,,,,
1014150,09010813210001771001000000U7,Bob Shop,6 a 10 personas,,,,
872003,09010522490000191001000000U9,Bobinados Técnicos,31 a 50 personas,,,,
6712367,09010523122000051001000000U3,Bodega De Llantas San Angel,11 a 30 personas,,,,
8387266,09010621211006881000000000U9,Bodega De Rotulos,0 a 5 personas,,,,
6848110,09010462112002111001003509S7,Body Brite,6 a 10 personas,,,,
9315354,09010524110000593000000000S8,Body Shape,11 a 30 personas,,,,
8565127,09010541920000992000000000U3,Bonice,6 a 10 personas,,,,
7674385,09010722511004683000000000U2,Bonito San Angel,11 a 30 personas,,,,
923635,09010519122000112001000000U9,Bordados Vera,0 a 5 personas,,,,
8152605,09010463211005491000000000M9,Boss Yel Primo,0 a 5 personas,,,,
6154751,06010485210000025000000000M9,Bostons,51 a 100 personas,,,,
1050744,09010611699000021000000000U6,Bound Less Gym,11 a 30 personas,,,,
927133,09010541110001443000000000U4,Boutique Samsara,11 a 30 personas,,,,
8564900,09010621211005582000000000U4,Brantano Artz Pedregal,6 a 10 personas,,,,
1035528,09010622311000082000000000U7,Brapo Construcciones,11 a 30 personas,,,,
921105,09010561210000124011000000U4,British Federal México,101 a 250 personas,,,,
6316285,09010461190000891000002496S3,Bufete Godoy Peniche,0 a 5 personas,,,,
926664,09010621211004751000000000U6,Bufetes Jurídicos,0 a 5 personas,,,,
6858932,09010465919000801000000000U0,Burger Factory,11 a 30 personas,,,,
1005489,09010468211000681000000000U5,Burguer Bar Polanco,0 a 5 personas,,,,
7672994,09010722511004391000000000U2,Burrito Expess,0 a 5 personas,,,,
8565126,09010433110000301000000000S6,Business Desing,0 a 5 personas,,,,
871878,09010434227000013000000000U8,Bustos Y Asociados,11 a 30 personas,,,,
1057422,09010468212000082001000000U4,C Media Films,0 a 5 personas,,,,
9111287,09010722515004301000000000S2,Caabsa Constructora,0 a 5 personas,,,,
6309316,09010464121000721000007229S4,Cafe Ciabatteria,0 a 5 personas,,,,
927313,09010622111000093000000000S8,Cafe Del Arbol,11 a 30 personas,,,,
6805205,09010812110014022001000000U3,Cafe E Internet Los Barandales,0 a 5 personas,,,,
6315630,09010333992000012000000000U1,Cafe El Jarocho,6 a 10 personas,,,,
928014,09010621113001581000000000U8,Cafe Internet,0 a 5 personas,,,,
6859863,09010721111000251001000000U2,Cafe Internet 14.16,11 a 30 personas,,,,
1059533,09010611132000021000000000U8,Cafe Internet Avatar,51 a 100 personas,,,,
927371,09010931610001381000000000U3,Cafe Internet May,0 a 5 personas,,,,
9298921,09010522220000082000041043S1,Cafe Internet Papeleria,6 a 10 personas,,,,
9298329,09010522220000093000041043S8,Cafe Internet Paraiso,11 a 30 personas,,,,
927249,09010812110008961000000000S0,Cafe Internet Sin Nombre,0 a 5 personas,,,,
1055348,09010611111000482001000000U6,Cafe Reevolucion,11 a 30 personas,,,,
1052364,09010332320000201000000000U6,Cafe Shanty Dxn,0 a 5 personas,,,,
1036277,09010931610001043010000000U9,Cafecalli Cafeteria,11 a 30 personas,,,,
1006366,09010722515001831000000000U1,Cafeteria Chenito Sa Decv,0 a 5 personas,,,,
996196,09010541430000361000000000U1,Cafeteria Villa Toxqui,0 a 5 personas,,,,
8564624,09010561110001153000000000S4,Caissa,11 a 30 personas,,,,
925881,09010811111004251000000000U9,Calculos Y Proyectos De Ingenieria,0 a 5 personas,,,,
8332694,09010461190003302000002859S8,Cantalaguas,6 a 10 personas,,,,
8528705,09010435419000371000047399S2,Capilartes,0 a 5 personas,,,,
6315768,09014722110003034002003628S2,Cardiff Chocolate & Bakery,31 a 50 personas,,,,
6787013,09010541990000695011000000U5,Carf,101 a 250 personas,,,,
6258839,09014611161000175002000000U3,"Carlos Garduño Y Asociados, Sa",51 a 100 personas,,,,
6430841,09010464111002502000000000U7,Carls Jr Charbroiled Burgers,6 a 10 personas,,,,
6304324,09015332999000121102005599S5,Carne En Su Jugo,0 a 5 personas,,,,
1038458,09010463211003371000000000U5,Carpintería Cardis,0 a 5 personas,,,,
6861716,09010541610001852001000000U5,Carpinteria Estudio Negro,51 a 100 personas,,,,
6318688,09010488519000021000002403S6,Carpinteria Garcia,0 a 5 personas,,,,
6886134,09010531114000375000000000U3,Carpinteria Muebles Garrido,51 a 100 personas,,,,
928134,09010561432003661000000000U2,Carrydent,0 a 5 personas,,,,
8565010,09010541370000031000000000U8,Casa Cortes Banquetes,0 a 5 personas,,,,
8564738,09010722516000501000047675S9,Casa D Aristi,0 a 5 personas,,,,
997612,09010812110007871000000000U2,Casa De Pinturas Sayer Lac Paraiso,0 a 5 personas,,,,
1049785,09010332320001441010000000U6,Casa Del Habano,0 a 5 personas,,,,
995291,09010611122000132000000000U4,Casa Marcelo Sa De Cv,11 a 30 personas,,,,
6201597,09010464111003193002000000U4,Casa Mexico Papeleria,101 a 250 personas,,,,
1052385,09010621211002941000000000U5,Casa Rivas,0 a 5 personas,,,,
926763,09010722511001782001000000U5,Cascabel,11 a 30 personas,,,,
1008077,09010541510000404000000000M8,Casino San Angel,31 a 50 personas,,,,
6325813,09010434111000013000027565M4,Castillos Y Dragones,51 a 100 personas,,,,
1052343,09010812110003311000000000U3,Catimini Pedregal,0 a 5 personas,,,,
927517,09010624411000494001000000U0,Cc,11 a 30 personas,,,,
926750,09010621211004072001000000U7,Celmax Móvil,0 a 5 personas,,,,
8564946,09010531319000353000000000U5,Cendi Baby Bee,11 a 30 personas,,,,
1053237,09010524210000222000000000U2,Cendi Dif 76 Renovacion,11 a 30 personas,,,,
8565115,09010465911001031000000000S0,Cendi Mercado Publico Tizapan,0 a 5 personas,,,,
1013312,09010621113000971000000000U2,Centenario,0 a 5 personas,,,,
6318527,09010541120000194002000000U3,Centigon Mexico,31 a 50 personas,,,,
871864,09010541610000531000000000U6,Central Idea Zone,0 a 5 personas,,,,
8564963,09010541110002232000000000U0,Centro Atencion Multiple 6,6 a 10 personas,,,,
6201250,09010611621000524000000000U3,Centro Avanzado De Comunicaciones,31 a 50 personas,,,,
925538,09010561431000441000000000U4,Centro Comunitario Autonomo Amistad Y Progreso,0 a 5 personas,,,,
8564696,09010621115000074000054714S0,Centro Comunitario El Cuernito Iap,31 a 50 personas,,,,
925953,09010611121000433000000000U8,Centro Comunitario Tzilacatzin,11 a 30 personas,,,,
1006270,09010465912001361000000000U9,Centro Cultural Helenico,0 a 5 personas,,,,
7262684,09010713112000091000000000U0,Centro De Asistencia Comunitario Amor Y Amistad,0 a 5 personas,,,,
6864996,09010435411000261011019624S2,Centro De Asma Y Enfermedades Respiratorias,101 a 250 personas,,,,
1033828,09010811192000191000000000M1,Centro De Copiado Y Tramites Vehiculares Mb Y Asociados,0 a 5 personas,,,,
8528521,09010624411000932000000000U9,Centro De Desarrollo Comunitario El Piru-Desarrollo Urbano,6 a 10 personas,,,,
9229466,09010517311000173000013822S2,Centro De Desarrollo Comunitario Molino De Rosas,11 a 30 personas,,,,
9216412,09010322210000063000054567M4,Centro De Desarrollo Empresarial Nafin,11 a 30 personas,,,,
1026198,09010611111001003000000000U9,Centro De Enseñanza De Matematicas,6 a 10 personas,,,,
1006268,09010466111000511001000000U8,Centro De Foniatria Y Audiologia,0 a 5 personas,,,,
8564207,09010722515002511000000000U8,Centro De Impresion Digital,0 a 5 personas,,,,
8564556,09010463310001561000000000U3,Centro De Negocios Althea,0 a 5 personas,,,,
6879219,09010541510000872001026252S6,Centro De Reciclado Sin Nombre,0 a 5 personas,,,,
997674,09010722411000093001000000U1,Centro De Saliud T-I I I Jalalpa El Grande,6 a 10 personas,,,,
8486445,09010463211006931000037850S3,Centro De Salud T Ii La Cascada,6 a 10 personas,,,,
1051552,09010463310001221000000000U8,"Centro De Salud T-Ii, La Conchita",0 a 5 personas,,,,
6697623,09010466211000301002004364S2,Centro De Terapia Esskann,0 a 5 personas,,,,
7263315,09010621211006521000000000U1,Centro Deportivo Ecologico Y Cultural Plateros,0 a 5 personas,,,,
1032775,09010332999000022000000000U6,Centro Educativo Nen Lliure,6 a 10 personas,,,,
6318400,09010812210002975000000000U4,Centro Educativo Olivar,51 a 100 personas,,,,
1055347,09010624111000032001000000U4,Centro Educativo Winnie Pooh,11 a 30 personas,,,,
8564173,09010435313000513000000000U4,Centro Ferretero Friker,11 a 30 personas,,,,
997725,09010465311001111000000000U3,Centro Integral Odontologico Forever Smiles,0 a 5 personas,,,,
1027143,09010561431000191000000000U5,Centro Integral Para La Mujer,0 a 5 personas,,,,
7673128,09010812110018821000000000U4,Centro Juvenil Promoción Integral A.C.,0 a 5 personas,,,,
9229423,09010463310001872000007425S4,Cepapar,0 a 5 personas,,,,
8694464,09010461121004311000000000U3,Cerrajeria La Llave Maestra,0 a 5 personas,,,,
1008036,09010611698000103001047377M4,Cerrajeria Nieto,31 a 50 personas,,,,
1060657,09010624111000064001000000U7,Cerrajeria Ramirez,6 a 10 personas,,,,
1055493,09010722211000181000000000U8,Cervecería Modelo De México,0 a 5 personas,,,,
1054099,09010311830001591000000000M1,Cerveceria Pierrot,0 a 5 personas,,,,
9323394,09010325610000061000000000U0,Cgr Gessen Inn Sa De Cv,0 a 5 personas,,,,
999476,09010541120000174001000000U5,Chascas Mayas,31 a 50 personas,,,,
1057875,09010611162000055001000000U3,Chavez Franco Y Asociados,101 a 250 personas,,,,
1021009,09010811491000361000000000U6,Chilis 1037 Plaza Inn,0 a 5 personas,,,,
9229530,09010522110010822000041003S1,Choc & Latte,6 a 10 personas,,,,
7674438,09010722515004061000000000U2,Chucho El Roto,0 a 5 personas,,,,
1033109,09010621211002491000000000U1,Chuck E Cheeses Santa Fe,0 a 5 personas,,,,
8392291,09010812110015071000000000U9,Ciber Bass,0 a 5 personas,,,,
8695283,09010813120000051000000000S6,Ciber Boritas,0 a 5 personas,,,,
999308,09010811499000061000000000U5,Ciber Spacio,0 a 5 personas,,,,
1005604,09010461160000051000000000U7,Cibercentro,0 a 5 personas,,,,
922475,09010811111005351000000000U6,Cibergame,0 a 5 personas,,,,
923742,09010461110032461000000000U5,Cid Garage,0 a 5 personas,,,,
9173283,09010465111001671000000000U0,Cimentadora Tecnica S.A. De C.V.,0 a 5 personas,,,,
999346,09010611631000031000000000U8,"Cinette De Mexico, Sa De Cv",0 a 5 personas,,,,
997690,09010461160000581000000000S3,Citlali Joyas,0 a 5 personas,,,,
8695114,09010561432005231000000000U2,Citlalitzin Ac,0 a 5 personas,,,,
1006350,09010463111000241000000000U5,City Banamex Copilco Universidad,0 a 5 personas,,,,
